time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-07-16T10:49:37.380Z,31.541,-115.6775,4.86,3.35,ml,16,66,0.1747,0.28,ci,ci39614106,2023-09-28T21:33:26.040Z,"86km ESE of Maneadero, B.C., MX",earthquake,0.41,1.84,0.157,147,reviewed,ci,ci
2023-07-16T10:37:34.290Z,31.5368333,-115.667,8.84,3.73,ml,13,66,0.1761,0.27,ci,ci37557572,2023-09-28T21:33:30.040Z,"88km ESE of Maneadero, B.C., MX",earthquake,0.43,1.92,0.137,8,reviewed,ci,ci
2023-07-16T10:37:12.520Z,31.5388333,-115.6795,5.82,4.18,ml,18,67,0.172,0.25,ci,ci39614090,2023-09-28T21:33:26.040Z,"86km ESE of Maneadero, B.C., MX",earthquake,0.37,2.15,0.125,62,reviewed,ci,ci
2023-07-16T10:24:28.340Z,31.544,-115.6746667,7.03,1.92,ml,8,100,0.1785,0.09,ci,ci39614066,2023-07-18T22:07:53.406Z,"87km ESE of Maneadero, B.C., MX",earthquake,0.18,1.05,0.093,5,reviewed,ci,ci
2023-07-16T10:13:51.180Z,44.0815,-115.072833333333,11.15,2.41,ml,18,133,0.7048,0.16,mb,mb90021633,2023-07-17T14:52:07.720Z,"18 km SW of Stanley, Idaho",earthquake,0.37,0.82,0.167951757394178,26,reviewed,mb,mb
2023-07-16T10:02:44.820Z,36.84,-121.4105,9.01,1.83,md,55,76,,0.11,nc,nc73913596,2023-07-18T01:05:12.376Z,"1 km SW of Hollister, CA",earthquake,0.17,0.34,0.174,55,reviewed,nc,nc
2023-07-16T08:37:47.858Z,38.5374,-118.1567,6.7,2.2,ml,10,93.29,0.364,0.2207,nn,nn00862740,2023-07-16T16:47:47.951Z,"16 km NNW of Mina, Nevada",earthquake,,1.5,0.14,7,reviewed,nn,nn
2023-07-16T08:25:21.640Z,35.53466667,-96.76433333,7.99,1.65,ml,88,56,0.118776692,0.18,ok,ok2023nuth,2023-07-17T14:36:20.086Z,"Oklahoma",earthquake,,0.5,0.19,40,reviewed,ok,ok
2023-07-16T08:05:34.426Z,31.67726631,-104.2003158,5.565991211000001,1.9,ml,15,70,0.0553486245,0.1,tx,tx2023nusq,2023-07-17T18:38:52.251Z,"55 km NW of Toyah, Texas",earthquake,0.8398896981,1.283148866,0.2,7,reviewed,tx,tx
2023-07-16T07:47:56.077Z,38.5376,-118.1474,7.9,1.8,ml,5,139.08,0.401,0.0923,nn,nn00862797,2023-07-16T19:19:32.498Z,"16 km NNW of Mina, Nevada",earthquake,,1.6,0.16,2,reviewed,nn,nn
2023-07-16T07:45:37.759Z,31.61231595,-103.9856267,7.712609863,3,ml,23,41,0.0144111784,0.1,tx,tx2023nurz,2023-09-28T21:33:25.040Z,"37 km NNW of Toyah, Texas",earthquake,0.455394047,0.4313273195999999,0.2,18,reviewed,tx,tx
2023-07-16T07:44:07.182Z,31.61428287,-103.9814664,7.262719727000001,2.3,ml,20,56,0.01135306535,0.1,tx,tx2023nurx,2023-07-19T12:14:32.595Z,"western Texas",earthquake,0.7306910278,1.036893847,0.1,24,reviewed,tx,tx
2023-07-16T07:42:32.842Z,38.5391,-118.1663,9.4,2.5,ml,12,41.43,0.369,0.2063,nn,nn00862736,2023-09-28T21:33:25.040Z,"17 km NNW of Mina, Nevada",earthquake,,1.4,0.1,7,reviewed,nn,nn
2023-07-16T07:36:00.000Z,44.6475,-114.373833333333,9.55,2.17,ml,14,110,0.357,0.16,mb,mb90021628,2023-07-16T13:40:05.570Z,"19 km NW of Challis, Idaho",earthquake,0.51,0.93,0.224857235180616,13,reviewed,mb,mb
2023-07-16T07:34:09.410Z,44.6556666666667,-114.3685,9.1,2.06,ml,17,109,0.3605,0.16,mb,mb90021623,2023-07-16T13:30:21.980Z,"19 km NNW of Challis, Idaho",earthquake,0.52,1.08,0.141535346975046,12,reviewed,mb,mb
2023-07-16T07:23:34.410Z,45.353,-112.134166666667,6.29,1.8,ml,16,59,0.1367,0.13,mb,mb90021993,2023-07-20T22:39:44.430Z,"3 km NNW of Alder, Montana",earthquake,0.33,1.85,0.421161572132583,5,reviewed,mb,mb
2023-07-16T07:15:59.524Z,38.534,-118.1545,6.1,2.2,ml,7,74.29,0.394,0.2125,nn,nn00862796,2024-01-18T20:29:36.715Z,"16 km NNW of Mina, Nevada",earthquake,,1.8,0.07,2,reviewed,nn,nn
2023-07-16T06:14:22.456Z,38.5251,-118.1775,8.5,1.5,ml,7,108.26,0.36,0.1055,nn,nn00862729,2023-07-28T21:23:50.035Z,"16 km NNW of Mina, Nevada",earthquake,,2.1,0.16,5,reviewed,nn,nn
2023-07-16T06:11:57.008Z,38.5365,-118.1662,6.8,2.1,ml,11,62.9,0.366,0.2098,nn,nn00862724,2023-07-16T16:35:18.527Z,"16 km NNW of Mina, Nevada",earthquake,,1.6,0.18,7,reviewed,nn,nn
2023-07-16T06:10:57.980Z,37.3796667,-118.7175,12.7,1.66,md,24,112,0.1916,0.06,nc,nc73913541,2023-07-18T08:02:14.319Z,"11 km WSW of Round Valley, CA",earthquake,0.22,1.03,0.156,22,reviewed,nc,nc
2023-07-16T06:03:00.118Z,38.5412,-118.1553,8.1,1.8,ml,9,61.08,0.367,0.2238,nn,nn00862721,2023-07-16T16:28:58.007Z,"17 km NNW of Mina, Nevada",earthquake,,1.8,0.3,6,reviewed,nn,nn
2023-07-16T05:26:08.354Z,38.5362,-118.1583,7.3,1.7,ml,9,63.65,0.394,0.1904,nn,nn00862717,2023-07-16T16:22:37.566Z,"16 km NNW of Mina, Nevada",earthquake,,1.7,0.29,6,reviewed,nn,nn
2023-07-16T05:21:39.507Z,38.5321,-118.1585,7.1,1.7,ml,9,63.18,0.391,0.213,nn,nn00862715,2023-07-16T16:19:25.215Z,"16 km NNW of Mina, Nevada",earthquake,,1.8,0.3,6,reviewed,nn,nn
2023-07-16T05:12:42.203Z,38.539,-118.1565,5.6,1.8,ml,10,63.69,0.366,0.2159,nn,nn00862712,2023-07-16T16:16:13.120Z,"California-Nevada border region",earthquake,,1.4,0.29,6,reviewed,nn,nn
2023-07-16T04:50:50.908Z,38.5339,-118.1549,7.4,1.6,ml,7,63.8,0.394,0.191,nn,nn00862710,2023-07-16T16:09:53.631Z,"16 km NNW of Mina, Nevada",earthquake,,1.7,0.32,5,reviewed,nn,nn
2023-07-16T04:36:09.978Z,38.5412,-118.1622,8,3.8,mw,20,38.96,0.37,0.1877,nn,nn00862704,2023-09-28T21:33:23.040Z,"17 km NNW of Mina, Nevada",earthquake,,1.2,,,reviewed,nn,nn
2023-07-16T04:32:03.770Z,35.65216667,-98.1125,6.19,1.9,ml,77,58,0.08998234239,0.19,ok,ok2023nulo,2023-07-17T19:04:05.518Z,"5 km N of Calumet, Oklahoma",earthquake,,0.6,0.27,38,reviewed,ok,ok
2023-07-16T04:08:08.500Z,33.9678333,-116.9418333,6.64,1.55,ml,51,41,0.05642,0.21,ci,ci39613986,2023-07-16T13:53:23.424Z,"5km NE of Beaumont, CA",earthquake,0.19,0.56,0.171,26,reviewed,ci,ci
2023-07-16T04:06:39.019Z,38.5351,-118.1604,7.8,1.9,ml,12,124.39,0.363,0.1744,nn,nn00862702,2023-07-16T05:01:43.870Z,"16 km NNW of Mina, Nevada",earthquake,,1.9,0.18,9,reviewed,nn,nn
2023-07-16T03:53:42.886Z,31.66643805,-104.2920179,6.774267578,2.4,ml,44,66,0.02369008191,0.2,tx,tx2023nuki,2023-07-17T16:25:48.357Z,"57 km S of Whites City, New Mexico",earthquake,0.5643981294,0.8425267483,0,6,reviewed,tx,tx
2023-07-16T03:37:32.670Z,38.5382,-118.1611,8.7,3.1,ml,16,45.27,0.366,0.1759,nn,nn00862696,2023-09-28T21:33:23.040Z,"17 km NNW of Mina, Nevada",earthquake,,1.3,0.15,8,reviewed,nn,nn
2023-07-16T02:58:09.640Z,44.7683333,-111.2136667,7.73,1.63,ml,18,143,0.0215,0.2,uu,uu60545457,2023-07-17T16:54:50.380Z,"Idaho-Montana border region",earthquake,0.88,0.79,0.523,3,reviewed,uu,uu
2023-07-16T02:48:40.150Z,48.406,-121.85966666666667,3.46,2.05,ml,14,83,0.1611,0.16,uw,uw61931997,2023-07-16T04:40:14.270Z,"14 km NE of Lake Cavanaugh, Washington",earthquake,0.38,15.89,0.0961867385784465,11,reviewed,uw,uw
2023-07-16T02:45:28.328Z,39.646,-119.6479,5,2.3,ml,29,73.3,0.049,0.166,nn,nn00862692,2023-09-28T21:33:23.040Z,"Nevada, United States",earthquake,,1.5,0.28,8,reviewed,nn,nn
2023-07-16T02:04:52.963Z,31.61279927,-103.9783664,7.352697754,2.7,ml,20,53,0.008394185965,0.1,tx,tx2023nugs,2023-09-28T21:33:23.040Z,"37 km WSW of Mentone, Texas",earthquake,0.3813872616999999,0.3529011877,0.1,10,reviewed,tx,tx
2023-07-16T02:03:51.640Z,36.1895,-91.3131666666667,15.58,2.38,md,25,88,0.05236,0.19,nm,nm60535601,2024-01-18T20:29:27.264Z,"7 km SW of Ravenden, Arkansas",earthquake,0.4,0.31,0.106352906073088,18,reviewed,nm,nm
2023-07-16T01:56:55.946Z,31.60969925,-103.9776801,7.416967772999999,2.5,ml,14,57,0.03565474927,0.1,tx,tx2023nugl,2023-09-28T21:33:48.040Z,"37 km NNW of Toyah, Texas",earthquake,0.5623988258,0.6988402164,0.1,21,reviewed,tx,tx
2023-07-16T01:51:55.916Z,31.61211251,-103.9775564,7.069909668,2.9,ml,21,56,0.0075690015,0.1,tx,tx2023nugi,2023-09-28T21:33:23.040Z,"37 km WSW of Mentone, Texas",earthquake,0.4077112422,0.3762596451,0.1,26,reviewed,tx,tx
2023-07-16T01:46:26.048Z,31.61018127,-103.970689,6.902807617,2.3,ml,15,73,0.001660667865,0.1,tx,tx2023nugc,2023-07-19T20:10:32.106Z,"36 km WSW of Mentone, Texas",earthquake,1.04416909,0.9961637577,0.1,7,reviewed,tx,tx
2023-07-16T01:42:32.747Z,31.60717933,-103.9752482,6.979931641,2.2,ml,27,58,0.006505512238,0.1,tx,tx2023nufz,2023-07-20T14:02:25.867Z,"36 km NNW of Toyah, Texas",earthquake,0.6757679673,0.6136447773,0.1,7,reviewed,tx,tx
2023-07-16T01:41:06.338Z,31.61,-103.994,7.7533,1.6,ml,23,71,0,0.1,tx,tx2023nufy,2024-08-08T15:28:12.789Z,"37 km NNW of Toyah, Texas",earthquake,0.573301402382542,0.4597186364163383,0.2,18,reviewed,tx,tx
2023-07-16T01:20:19.790Z,31.61141964,-103.9786292,7.326989746,2.5,ml,18,47,0.008381841742,0.1,tx,tx2023nufh,2023-09-28T21:33:22.040Z,"37 km NNW of Toyah, Texas",earthquake,0.450240962,0.5725808524,0.1,29,reviewed,tx,tx
2023-07-16T01:18:18.730Z,38.5351,-118.1626,6.9,2.1,ml,9,61.11,0.391,0.2318,nn,nn00862687,2023-07-16T01:35:02.162Z,"16 km NNW of Mina, Nevada",earthquake,,1.8,0.27,6,reviewed,nn,nn
2023-07-16T00:46:48.255Z,38.5364,-118.1566,2.6,1.5,ml,6,74.11,0.395,0.2623,nn,nn00862691,2023-07-16T01:31:54.481Z,"California-Nevada border region",earthquake,,2.4,0.3,4,reviewed,nn,nn
2023-07-15T23:49:30.589Z,35.0095,-97.894,7.83,1.62,ml,77,57,0.07828463788,0.28,ok,ok2023nucg,2023-07-17T15:46:17.081Z,"6 km SE of Chickasha, Oklahoma",earthquake,,0.5,0.23,29,reviewed,ok,ok
2023-07-15T23:32:22.403Z,31.73033869,-104.5330293,4.126342773,2.8,ml,41,149,0.01249219244,0.2,tx,tx2023nubr,2023-09-16T19:16:18.040Z,"51 km SSW of Whites City, New Mexico",earthquake,1.001395227,0.4837538593,0.1,25,reviewed,tx,tx
2023-07-15T23:16:37.863Z,39.6426,-107.4736,5,2.5,ml,17,78,0.257,0.34,us,us7000kg16,2023-09-16T19:16:18.040Z,"7 km NNW of Chacra, Colorado",earthquake,1.6,1.902,0.094,15,reviewed,us,us
2023-07-15T21:59:36.310Z,35.657,-98.11783333,6,1.94,ml,79,59,0.2429523245,0.31,ok,ok2023ntyq,2024-01-18T20:29:20.892Z,"6 km N of Calumet, Oklahoma",earthquake,,1.1,0.26,34,reviewed,ok,ok
2023-07-15T21:47:47.280Z,44.6185,-112.588666666667,7.32,1.89,ml,10,80,0.03953,0.05,mb,mb90021598,2023-07-16T13:08:03.840Z,"2 km S of Lima, Montana",earthquake,0.3,0.49,0.121930203546971,19,reviewed,mb,mb
2023-07-15T21:23:17.460Z,34.5463333,-118.9825,13.5,2.45,ml,78,17,0.08613,0.24,ci,ci39613850,2023-09-16T19:16:18.040Z,"17km NNW of Fillmore, CA",earthquake,0.17,0.42,0.127,65,reviewed,ci,ci
2023-07-15T21:00:28.170Z,34.0096667,-116.3248333,8.28,1.62,ml,57,38,0.08038,0.13,ci,ci39613842,2023-07-17T20:29:50.640Z,"14km S of Joshua Tree, CA",earthquake,0.12,0.36,0.174,49,reviewed,ci,ci
2023-07-15T20:31:44.340Z,38.89,-122.8525,0.68,1.58,md,44,105,0.03422,0.07,nc,nc73913421,2023-07-17T23:12:11.357Z,"10 km S of Kelseyville, CA",earthquake,0.24,0.38,0.133,37,reviewed,nc,nc
2023-07-15T18:05:42.685Z,31.62648186,-104.5004688,5.540283203000001,2.2,ml,17,139,0.04219100582,0.2,tx,tx2023ntqx,2023-07-17T21:09:16.589Z,"62 km S of Whites City, New Mexico",earthquake,1.838701955,1.045656484,0.1,6,reviewed,tx,tx
2023-07-15T17:52:27.950Z,39.3798333,-123.1295,7.87,1.7,md,16,104,0.006386,0.07,nc,nc73913351,2023-07-17T23:59:16.986Z,"14 km NNE of Redwood Valley, CA",earthquake,0.26,0.36,0.085,16,reviewed,nc,nc
2023-07-15T17:12:07.010Z,35.4535,-84.4873333333333,15.96,1.52,md,7,82,0.02852,0.09,se,se60535446,2023-07-17T12:21:12.640Z,"3 km N of Englewood, Tennessee",earthquake,0.49,0.93,0.194393007070823,7,reviewed,se,se
2023-07-15T15:29:14.193Z,41.894,-119.6185,0,1.6,ml,4,131.54,0.51,0.1493,nn,nn00862677,2023-07-15T20:04:49.176Z,"44 km E of Fort Bidwell, California",earthquake,,0,0.66,4,reviewed,nn,nn
2023-07-15T15:14:08.130Z,31.576,-114.4076667,5.96,2.96,ml,8,126,0.4784,0.2,ci,ci39613642,2023-09-16T19:16:17.040Z,"89km SE of Estacion Coahuila, B.C., MX",earthquake,0.39,31.61,0.157,17,reviewed,ci,ci
2023-07-15T15:10:36.020Z,31.5436,-114.3234,10,2.5,ml,21,146,0.626,0.83,us,us7000kgm2,2023-09-16T19:16:20.040Z,"22 km SE of Golfo de Santa Clara, Mexico",earthquake,1.91,1.979,0.097,14,reviewed,us,us
2023-07-15T14:07:35.740Z,43.7452,-105.2965,0,2.6,ml,10,102,0.985,0.61,us,us7000kfzb,2023-09-16T19:16:26.040Z,"15 km E of Wright, Wyoming",mining explosion,3.78,1.849,0.085,18,reviewed,us,us
2023-07-15T13:50:55.720Z,44.6183333333333,-112.589166666667,7.1,1.53,ml,9,100,0.03917,0.06,mb,mb90021583,2023-07-15T19:32:20.184Z,"2 km S of Lima, Montana",earthquake,0.29,0.6,0.184761242579588,11,reviewed,mb,mb
2023-07-15T12:10:26.720Z,38.8353333,-122.7801667,1.93,1.7,md,40,51,0.007832,0.05,nc,nc73913231,2023-07-17T21:04:15.653Z,"5 km WNW of Cobb, CA",earthquake,0.17,0.23,0.143,37,reviewed,nc,nc
2023-07-15T11:30:59.945Z,31.6757,-104.2817,5,2.7,ml,21,70,0.187,0.47,us,us7000kfys,2023-09-16T19:16:17.040Z,"56 km S of Whites City, New Mexico",earthquake,1.09,1.682,0.07,39,reviewed,us,us
2023-07-15T10:23:25.250Z,38.2728333,-112.6931667,6.38,1.84,ml,32,51,0.1937,0.13,uu,uu60545402,2023-07-17T13:48:12.260Z,"Utah",earthquake,0.25,0.76,0.163,14,reviewed,uu,uu
2023-07-15T10:02:21.330Z,36.704,-121.34,2.49,2,md,48,110,0.006269,0.11,nc,nc73913176,2023-07-15T22:44:14.835Z,"10 km S of Tres Pinos, CA",earthquake,0.17,0.23,0.169,52,reviewed,nc,nc
2023-07-15T09:22:44.340Z,34.8658333,-120.5423333,1.39,1.76,ml,24,70,0.0395,0.25,ci,ci39613506,2023-07-16T18:45:01.976Z,"10km W of Orcutt, CA",earthquake,0.34,0.58,0.117,18,reviewed,ci,ci
2023-07-15T08:53:47.637Z,31.65962566,-104.3923465,5.977319336,3,ml,29,67,0.03400901951,0.2,tx,tx2023nsys,2023-09-16T19:16:17.040Z,"57 km S of Whites City, New Mexico",earthquake,0.8547987817000001,0.9791541768,0,7,reviewed,tx,tx
2023-07-15T08:25:33.760Z,33.9906667,-116.4428333,2.03,1.91,ml,71,34,0.05734,0.16,ci,ci39613482,2023-07-16T18:27:31.240Z,"6km ENE of Desert Hot Springs, CA",earthquake,0.11,0.24,0.125,66,reviewed,ci,ci
2023-07-15T07:51:52.550Z,44.615,-112.576166666667,7.38,1.84,ml,9,80,0.04849,0.05,mb,mb90021558,2023-07-15T13:45:37.120Z,"2 km SSE of Lima, Montana",earthquake,0.27,0.5,0.193073889595259,27,reviewed,mb,mb
2023-07-15T07:03:01.300Z,36.0153333,-119.9786667,15.37,1.59,md,29,157,0.003978,0.15,nc,nc73913126,2023-07-15T21:16:12.443Z,"2 km WNW of Kettleman City, CA",earthquake,0.3,0.56,0.16,24,reviewed,nc,nc
2023-07-15T06:52:51.990Z,31.5498333,-114.4038333,5.96,3.02,ml,9,129,0.5014,0.46,ci,ci39613458,2023-09-16T19:16:16.040Z,"91km SE of Estacion Coahuila, B.C., MX",earthquake,0.77,31.61,0.184,11,reviewed,ci,ci
2023-07-15T06:29:33.320Z,35.472,-98.0515,4.86,1.68,ml,86,66,0.05128993517,0.41,ok,ok2023nsty,2023-07-17T15:14:49.474Z,"Oklahoma",earthquake,,0.8,0.23,41,reviewed,ok,ok
2023-07-15T05:23:07.970Z,33.8921667,-117.9865,10.64,2.32,ml,87,32,0.04776,0.25,ci,ci39613442,2023-07-17T02:20:44.204Z,"3km NNE of Buena Park, CA",earthquake,0.18,0.34,0.166,117,reviewed,ci,ci
2023-07-15T05:15:33.650Z,35.6513333,-117.4571667,6.68,2.28,ml,33,50,0.03052,0.16,ci,ci39613434,2023-07-16T17:18:27.419Z,"14km SSW of Searles Valley, CA",earthquake,0.19,0.54,0.117,51,reviewed,ci,ci
2023-07-15T04:37:02.960Z,48.2761666666667,-113.162,16.88,1.62,ml,16,97,0.6247,0.18,mb,mb90021538,2023-07-17T14:57:05.170Z,"19 km SSE of East Glacier Park Village, Montana",earthquake,0.62,3.16,0.167793139953416,6,reviewed,mb,mb
2023-07-15T04:03:34.670Z,32.5446667,-117.0305,8.84,1.53,ml,23,100,0.03984,0.14,ci,ci39613410,2023-07-16T14:00:20.661Z,"1km ESE of San Ysidro, CA",earthquake,0.28,0.51,0.199,18,reviewed,ci,ci
2023-07-15T03:37:52.520Z,35.6895,-121.3926667,5.25,2.02,md,33,214,0.1947,0.09,nc,nc73913076,2023-07-16T11:06:31.761Z,"19 km WNW of San Simeon, CA",earthquake,0.4,0.86,0.159,33,reviewed,nc,nc
2023-07-15T01:49:02.091Z,44.6179,-112.595,10,2.5,ml,30,90,0.035,0.52,us,us7000kfwf,2023-09-16T19:16:16.040Z,"2 km S of Lima, Montana",earthquake,1.68,1.616,0.066,30,reviewed,us,us
2023-07-15T01:13:57.470Z,39.1063333,-123.0486667,5.02,2.06,md,61,55,0.03204,0.12,nc,nc73913071,2023-07-15T05:08:15.512Z,"11 km ESE of Talmage, CA",earthquake,0.17,0.4,0.161,64,reviewed,nc,nc
2023-07-15T00:52:20.179Z,44.2998,-114.8261,5,2.4,ml,26,100,0.571,0.92,us,us7000kfw5,2023-09-16T19:16:16.040Z,"12 km NE of Stanley, Idaho",earthquake,2.07,1.919,0.052,48,reviewed,us,us
2023-07-14T23:38:07.300Z,44.6116666666667,-112.594833333333,8.64,2.41,ml,13,79,0.03555,0.08,mb,mb90021518,2023-07-19T17:57:24.970Z,"2 km S of Lima, Montana",earthquake,0.26,0.47,0.247192414102722,33,reviewed,mb,mb
2023-07-14T23:20:55.476Z,31.682,-104.403,6.4587,1.5,ml,13,68,0,0.1,tx,tx2023nsfv,2024-08-07T14:38:44.483Z,"54 km S of Whites City, New Mexico",earthquake,0.9425563498942987,0.6905856431151365,0.1,24,reviewed,tx,tx
2023-07-14T23:02:58.640Z,44.6116666666667,-112.580333333333,8.19,2.34,ml,12,74,0.0458,0.05,mb,mb90021508,2023-07-14T23:30:44.970Z,"2 km SSE of Lima, Montana",earthquake,0.26,0.44,0.153343315780277,32,reviewed,mb,mb
2023-07-14T23:01:10.180Z,44.611,-112.586,7.49,1.67,ml,11,97,0.04188,0.06,mb,mb90021503,2023-07-14T23:44:06.780Z,"2 km S of Lima, Montana",earthquake,0.29,0.69,0.11664517355259,17,reviewed,mb,mb
2023-07-14T22:47:53.910Z,44.6135,-112.580333333333,8.17,1.77,ml,11,79,0.04562,0.06,mb,mb90021493,2023-07-19T21:48:19.010Z,"2 km SSE of Lima, Montana",earthquake,0.25,0.45,0.103700067230851,19,reviewed,mb,mb
2023-07-14T22:39:04.388Z,44.6191,-112.5873,12.16,1.8,ml,33,88,0.041,0.55,us,us7000kgz0,2023-09-16T19:16:22.040Z,"2 km S of Lima, Montana",earthquake,1.7,2.601,0.06,36,reviewed,us,us
2023-07-14T22:31:52.850Z,44.6201666666667,-112.593333333333,8.98,1.63,ml,11,98,0.0363,0.09,mb,mb90021478,2023-07-19T15:37:33.760Z,"Idaho-Montana border region",earthquake,0.33,0.47,0.204125796204882,12,reviewed,mb,mb
2023-07-14T22:26:08.750Z,44.6097,-112.5975,11.621,4.2,mwr,67,26,0.034,0.59,us,us7000kfv7,2023-09-16T19:16:16.040Z,"3 km S of Lima, Montana",earthquake,1.93,6.602,0.037,69,reviewed,us,us
2023-07-14T22:15:45.820Z,34.94683333,-95.95166667,5.56,1.61,ml,42,137,0.3572298993,0.36,ok,ok2023nsdr,2023-07-19T15:04:46.213Z,"1 km ENE of Arpelar, Oklahoma",earthquake,,1.5,0.27,6,reviewed,ok,ok
2023-07-14T22:07:56.275Z,43.9597,-105.5586,0,3.1,ml,24,115,1.11,0.57,us,us7000khe6,2023-09-16T19:16:26.040Z,"23 km NNW of Wright, Wyoming",mining explosion,5.84,1.772,0.047,59,reviewed,us,us
2023-07-14T22:05:49.750Z,34.2905,-116.8391667,5.47,2.36,ml,79,21,0.05819,0.14,ci,ci39613258,2023-07-18T15:53:08.540Z,"3km N of Big Bear City, CA",earthquake,0.09,0.37,0.136,128,reviewed,ci,ci
2023-07-14T22:05:17.829Z,34.93833333,-95.94266667,5,1.85,ml,48,157,0.367127957,0.31,ok,ok2023nsdi,2024-01-18T20:28:44.307Z,"2 km E of Arpelar, Oklahoma",earthquake,,1.2,0.26,5,reviewed,ok,ok
2023-07-14T22:01:04.120Z,45.7175,-119.19083333333333,7.71,1.6400000000000001,ml,16,152,0.3671,0.2,uw,uw61931787,2023-07-14T23:19:02.300Z,"2 km S of Echo, Oregon",earthquake,0.51,1.57,0.16392124803745556,11,reviewed,uw,uw
2023-07-14T21:49:53.729Z,35.66033333,-98.09533333,2.44,1.52,ml,24,65,0.1025798703,0.24,ok,ok2023nscu,2023-07-19T13:22:11.107Z,"6 km NNE of Calumet, Oklahoma",earthquake,,1.4,0.23,4,reviewed,ok,ok
2023-07-14T21:33:17.830Z,35.8751667,-117.7158333,9.13,2.1,ml,39,40,0.0775,0.15,ci,ci39613242,2023-07-14T23:56:36.430Z,"18km ESE of Little Lake, CA",earthquake,0.17,0.44,0.109,23,reviewed,ci,ci
2023-07-14T21:25:00.140Z,35.65666667,-98.1225,7.34,1.65,ml,35,55,0.08098410816,0.3,ok,ok2023nsbz,2023-07-19T12:47:02.579Z,"6 km N of Calumet, Oklahoma",earthquake,,0.9,0.23,3,reviewed,ok,ok
2023-07-14T20:54:45.840Z,31.659,-104.419,6.5613,2.1,ml,22,71,0,0.1,tx,tx2023nsaz,2024-08-06T20:58:19.767Z,"57 km S of Whites City, New Mexico",earthquake,0.8365243376141401,0.6910774316039208,0.1,25,reviewed,tx,tx
2023-07-14T20:41:28.885Z,38.5375,-118.1586,6.7,1.9,ml,9,63.47,0.365,0.195,nn,nn00862627,2024-01-18T20:28:40.852Z,"16 km NNW of Mina, Nevada",earthquake,,1.7,0.25,5,reviewed,nn,nn
2023-07-14T20:03:00.810Z,34.0483333,-118.4205,14.58,1.51,ml,19,50,0.03387,0.17,ci,ci39613154,2023-07-18T15:33:18.112Z,"1km SSW of Century City, CA",earthquake,0.38,0.5,0.408,7,reviewed,ci,ci
2023-07-14T19:41:53.644Z,31.659,-104.423,5.0745,2.5,ml,18,70,0,0.1,tx,tx2023nryo,2024-08-29T19:24:50.830Z,"57 km S of Whites City, New Mexico",earthquake,1.1057277787804818,0.7281164263117627,0.1,19,reviewed,tx,tx
2023-07-14T18:39:42.910Z,36.0938333,-117.9015,4.73,2.82,ml,39,81,0.04459,0.16,ci,ci39613050,2023-09-16T19:16:15.040Z,"7km NE of Coso Junction, CA",earthquake,0.2,0.57,0.133,38,reviewed,ci,ci
2023-07-14T18:18:40.120Z,35.9738333,-117.4998333,2.93,2,ml,35,31,0.1942,0.16,ci,ci39613010,2023-07-14T19:24:18.100Z,"24km NNW of Searles Valley, CA",earthquake,0.2,0.76,0.126,20,reviewed,ci,ci
2023-07-14T17:56:08.119Z,36.7515,-98.75816667,6.42,2.25,ml,85,93,0.1727660974,0.17,ok,ok2023nrvb,2023-07-14T18:06:14.393Z,"6 km NNE of Avard, Oklahoma",earthquake,,0.3,0.21,31,reviewed,ok,ok
2023-07-14T16:57:21.190Z,33.4696667,-116.4458333,12.55,1.5,ml,62,31,0.05617,0.16,ci,ci39612882,2023-07-14T18:31:53.030Z,"23km ESE of Anza, CA",earthquake,0.15,0.34,0.178,48,reviewed,ci,ci
2023-07-14T16:39:36.250Z,34.94033333,-95.93783333,4.97,1.7,ml,61,163,0.367127957,0.39,ok,ok2023nrso,2023-07-17T17:21:30.370Z,"2 km E of Arpelar, Oklahoma",earthquake,,1.4,0.25,15,reviewed,ok,ok
2023-07-14T15:29:47.531Z,37.7435,-112.5517,5,2.8,ml,28,65,0.355,0.16,us,us7000kfs1,2023-09-16T19:16:15.040Z,"Utah",earthquake,0.87,1.853,0.049,55,reviewed,us,us
2023-07-14T15:11:24.880Z,44.6207,-112.5889,10,1.5,ml,20,96,0.039,0.31,us,us7000kfrw,2023-09-16T19:16:15.040Z,"1 km S of Lima, Montana",earthquake,2.11,1.759,0.091,16,reviewed,us,us
2023-07-14T12:01:19.471Z,31.5375493,-104.1523241,5.334619141,2,ml,17,76,0.08394276471,0.2,tx,tx2023nrjk,2023-07-14T15:34:51.851Z,"42 km NW of Toyah, Texas",earthquake,1.037963056,2.1377199419999995,0.1,7,reviewed,tx,tx
2023-07-14T10:37:08.530Z,31.5298333,-114.3758333,5.97,3.81,ml,12,133,0.5315,0.35,ci,ci39612546,2023-10-16T23:34:15.770Z,"95km SE of Estacion Coahuila, B.C., MX",earthquake,0.54,31.61,0.129,56,reviewed,ci,ci
2023-07-14T10:35:22.480Z,36.1501667,-117.9885,2.09,1.74,ml,15,200,0.113,0.2,ci,ci39612538,2023-07-14T13:46:28.470Z,"12km NNW of Coso Junction, CA",earthquake,0.73,1.97,0.175,16,reviewed,ci,ci
